"Geschlecht","Groesse","Alter","Gewicht","Studienrichtung","Abschluss","Job","Jobdauer","Vorbildung","Geburtsjahr","Plz","Ort","Bundesland"
"m",169,19,61,"Romanistik","Bachelor","ja",20,"Ausl",2003,9714,"Stockenboi","K"
"w",145,18,47,"Informationstechnik","PhD","ja",6,"HAK",2004,9602,"Thörl-Maglern","K"
"w",147,18,49,"Robotics and Artificial Intelligence","Master","ja",5,"HAK",2004,9033,"Klagenfurt","K"
"m",184,19,76,"Informationstechnik","Master","nein",0,"AHS",2003,9071,"Köttmannsdorf","K"
"w",155,21,53,"Romanistik","Bachelor","ja",9,"Sonst",2001,9822,"Mallnitz","K"
"m",187,21,120,"Robotics and Artificial Intelligence","Master","nein",0,"HAK",2001,9343,"Zweinitz","K"
"w",159,19,58,"Anglistik und Amerikanistik","Master","ja",14,"Ausl",2003,9565,"Ebene Reichenau","K"
"m",155,22,58,"Medien- und Kommunikationswissenschaften","Master","nein",0,"Ausl",2000,9131,"Grafenstein","K"
"m",192,19,99,"Angewandte Kulturwissenschaft","Master","ja",11,"HBLA",2003,9330,"Treibach-Althofen","K"
"w",153,21,55,"Germanistik","Master","nein",0,"Ausl",2001,9402,"Wolfsberg, Kärnten","K"
"m",170,20,106,"Geschichte","Master","ja",26,"AHS",2002,9510,"Villach","K"
"w",163,20,60,"Robotics and Artificial Intelligence","Master","ja",12,"Ausl",2002,9082,"Maria Wörth","K"
"m",173,22,89,"Philosophie","PhD","ja",16,"AHS",2000,9411,"St. Michael","K"
"w",150,22,50,"Geschichte","Master","nein",0,"HAK",2000,9545,"Radenthein","K"
"w",150,19,52,"Wirtschaftsinformatik","Bachelor","ja",26,"Ausl",2003,9035,"Klagenfurt","K"
"w",173,25,72,"Betriebswirtschaft","Bachelor","ja",18,"HAK",1997,9701,"Rothenthurn","K"
"w",156,39,57,"Anglistik und Amerikanistik","PhD","ja",19,"HAK",1983,9344,"Weitensfeld","K"
"w",169,26,77,"Geschichte","PhD","ja",8,"HAK",1996,9543,"Arriach","K"
"m",188,20,80,"Philosophie","Master","nein",0,"HBLA",2002,9241,"Wernberg","K"
"w",156,18,53,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"AHS",2004,9362,"Grades","K"
"m",168,18,62,"Robotics and Artificial Intelligence","Bachelor","ja",19,"Ausl",2004,9805,"Baldramsdorf","K"
"m",158,20,55,"Betriebswirtschaft","Bachelor","nein",0,"AHS",2002,9507,"Villach","K"
"m",189,20,87,"Wirtschaftsinformatik","Master","ja",18,"AHS",2002,9722,"Gummern","K"
"w",156,21,54,"Geographie","PhD","ja",12,"HBLA",2001,9841,"Winklern","K"
"m",171,22,57,"Informationstechnik","Bachelor","ja",9,"Sonst",2000,9241,"Wernberg","K"
"w",151,22,53,"Angewandte Kulturwissenschaft","Master","ja",30,"HAK",2000,9314,"Launsdorf","K"
"m",180,19,79,"Betriebswirtschaft","Bachelor","ja",18,"AHS",2003,9102,"Mittertrixen","K"
"m",187,22,91,"Angewandte Kulturwissenschaft","Master","ja",10,"HTL",2000,9462,"Bad St. Leonhard im Lavanttal","K"
"m",176,20,79,"Slawistik","Master","ja",9,"AHS",2002,9761,"Greifenburg","K"
"m",171,26,77,"Geschichte","Master","ja",13,"HAK",1996,9620,"Hermagor","K"
"w",149,23,52,"Wirtschaft und Recht","Master","nein",0,"Ausl",1999,9341,"Straßburg","K"
"w",174,22,78,"Romanistik","Master","ja",11,"AHS",2000,9583,"Faak am See","K"
"w",168,19,58,"Slawistik","PhD","nein",0,"HBLA",2003,9373,"Klein St. Paul","K"
"w",162,24,65,"Wirtschaft und Recht","PhD","nein",0,"Ausl",1998,9345,"Kleinglödnitz","K"
"m",184,24,57,"Technische Mathematik","Bachelor","ja",19,"Ausl",1998,9721,"Weißenstein","K"
"m",184,22,79,"Germanistik","Master","nein",0,"HAK",2000,9025,"Klagenfurt am Wörthersee","K"
"m",170,18,66,"Technische Mathematik","Bachelor","nein",0,"AHS",2004,9587,"Riegersdorf","K"
"m",164,18,58,"Philosophie","Bachelor","nein",0,"AHS",2004,9507,"Villach","K"
"m",182,22,85,"Wirtschaft und Recht","PhD","ja",9,"Ausl",2000,9031,"Klagenfurt","K"
"w",168,21,71,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",11,"HAK",2001,9431,"St. Stefan","K"
"m",170,23,85,"Medien- und Kommunikationswissenschaften","Master","nein",0,"HBLA",1999,9324,"Passering","K"
"w",187,21,77,"Slawistik","Master","ja",25,"HAK",2001,9376,"Knappenberg","K"
"m",154,24,53,"Philosophie","Master","ja",6,"AHS",1998,9133,"Sittersdorf","K"
"m",174,21,74,"Psychologie","Bachelor","ja",6,"HTL",2001,9073,"Klagenfurt-Viktring","K"
"w",171,22,64,"Angewandte Informatik","PhD","nein",0,"HBLA",2000,9871,"Seeboden","K"
"m",186,20,71,"Informationstechnik","PhD","ja",13,"HAK",2002,9722,"Gummern","K"
"w",170,19,59,"Geographie","Master","nein",0,"HAK",2003,9586,"Fürnitz","K"
"w",163,26,58,"Germanistik","Master","ja",11,"AHS",1996,9814,"Mühldorf","K"
"w",168,27,92,"Wirtschaftsinformatik","Master","ja",28,"AHS",1995,9313,"St. Georgen am Längsee","K"
"w",166,20,58,"Germanistik","Bachelor","nein",0,"AHS",2002,9131,"Grafenstein","K"
"w",162,19,60,"Robotics and Artificial Intelligence","Master","ja",11,"Sonst",2003,9521,"Treffen","K"
"w",155,20,57,"Wirtschaftsinformatik","Master","nein",0,"Sonst",2002,9312,"Meiselding","K"
"m",184,20,88,"Geschichte","Bachelor","ja",10,"HTL",2002,9141,"Eberndorf","K"
"m",171,20,81,"Erziehungs- und Bildungswissenschaft","Master","ja",16,"AHS",2002,9133,"Sittersdorf","K"
"w",160,20,46,"Betriebswirtschaft","Bachelor","ja",26,"HAK",2002,9754,"Steinfeld","K"
"m",176,20,67,"Geographie","Master","nein",0,"Sonst",2002,9000,"Villach","K"
"m",174,37,59,"Geographie","Master","nein",0,"HAK",1985,9873,"Döbriach","K"
"w",146,22,46,"Psychologie","Master","ja",12,"Ausl",2000,9611,"Nötsch","K"
"m",171,20,74,"International Business and Economics","Master","ja",9,"Ausl",2002,9171,"Waidisch","K"
"w",167,22,75,"Slawistik","PhD","ja",16,"Ausl",2000,9314,"Launsdorf","K"
"w",172,22,62,"Geographie","Bachelor","nein",0,"Ausl",2000,9841,"Winklern","K"
"w",152,21,53,"Wirtschaft und Recht","PhD","nein",0,"Ausl",2001,9613,"Feistritz an der Gail","K"
"m",169,20,78,"Angewandte Informatik","Master","ja",8,"AHS",2002,9112,"Griffen","K"
"w",142,20,42,"Medien- und Kommunikationswissenschaften","Master","nein",0,"Ausl",2002,9402,"Wolfsberg, Kärnten","K"
"w",170,20,57,"Angewandte Kulturwissenschaft","Bachelor","ja",18,"HAK",2002,9113,"Ruden","K"
"w",162,23,58,"Wirtschaftsinformatik","Master","nein",0,"Sonst",1999,9633,"Reisach","K"
"w",168,21,61,"Germanistik","Bachelor","nein",0,"HAK",2001,9813,"Möllbrücke","K"
"m",169,23,57,"Robotics and Artificial Intelligence","Master","ja",14,"Ausl",1999,9000,"Villach","K"
"w",164,20,55,"Geographie","Bachelor","nein",0,"Ausl",2002,9074,"Keutschach","K"
"w",170,23,73,"Romanistik","Bachelor","ja",6,"Sonst",1999,9344,"Weitensfeld","K"
"w",160,20,67,"Informationstechnik","Bachelor","nein",0,"HBLA",2002,9472,"Ettendorf","K"
"w",169,19,62,"Technische Mathematik","Bachelor","nein",0,"Ausl",2003,9833,"Rangersdorf","K"
"m",179,20,72,"Medien- und Kommunikationswissenschaften","Master","nein",0,"HAK",2002,9524,"Villach-St. Magdalen","K"
"m",161,24,55,"Romanistik","Master","nein",0,"Ausl",1998,9635,"Dellach","K"
"w",164,20,58,"Anglistik und Amerikanistik","PhD","ja",9,"Ausl",2002,9800,"Spittal an der Drau","K"
"w",142,23,43,"Slawistik","Bachelor","ja",22,"HAK",1999,9821,"Obervellach","K"
"m",172,20,80,"Angewandte Kulturwissenschaft","Master","nein",0,"HAK",2002,9800,"Spittal an der Drau","K"
"m",170,19,70,"International Business and Economics","PhD","ja",8,"Ausl",2003,9581,"Ledenitzen","K"
"w",169,21,105,"Geschichte","Bachelor","nein",0,"HBLA",2001,9565,"Ebene Reichenau","K"
"w",164,18,68,"Psychologie","Master","ja",10,"HAK",2004,9141,"Eberndorf","K"
"w",157,19,55,"Germanistik","Master","nein",0,"HBLA",2003,9081,"Reifnitz","K"
"w",161,20,56,"Romanistik","Master","nein",0,"AHS",2002,9451,"Preitenegg","K"
"w",163,19,58,"Angewandte Informatik","Master","nein",0,"Sonst",2003,9611,"Nötsch","K"
"m",166,20,90,"Angewandte Informatik","Master","nein",0,"AHS",2002,9026,"Klagenfurt am Wörthersee","K"
"m",169,20,61,"Informationstechnik","PhD","ja",18,"Sonst",2002,9814,"Mühldorf","K"
"w",152,25,49,"Anglistik und Amerikanistik","Master","nein",0,"Ausl",1997,9541,"Einöde","K"
"m",162,21,61,"Psychologie","Bachelor","nein",0,"Sonst",2001,9451,"Preitenegg","K"
"m",170,24,68,"Psychologie","PhD","nein",0,"AHS",1998,9412,"St. Margarethen im Lavanttal","K"
"m",174,28,64,"Angewandte Kulturwissenschaft","PhD","ja",15,"Sonst",1994,9507,"Villach","K"
"w",149,18,48,"Technische Mathematik","Master","nein",0,"HAK",2004,9376,"Knappenberg","K"
"m",178,20,86,"Psychologie","Master","nein",0,"HAK",2002,9623,"St. Stefan an der Gail","K"
"m",169,18,76,"Geographie","Bachelor","ja",9,"HAK",2004,9781,"Oberdrauburg","K"
"m",176,20,63,"Wirtschaftsinformatik","Master","nein",0,"Ausl",2002,9400,"Wolfsberg","K"
"m",175,21,80,"Medien- und Kommunikationswissenschaften","Bachelor","nein",0,"Sonst",2001,9832,"Stall","K"
"w",159,20,59,"Angewandte Kulturwissenschaft","Master","ja",8,"HAK",2002,9581,"Ledenitzen","K"
"w",146,20,49,"Anglistik und Amerikanistik","Bachelor","nein",0,"AHS",2002,9521,"Treffen","K"
"w",149,21,46,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"Ausl",2001,9655,"Maria Luggau","K"
"w",142,24,44,"Psychologie","Master","nein",0,"Sonst",1998,9802,"Spittal an der Drau","K"
"w",173,23,60,"Medien- und Kommunikationswissenschaften","Master","ja",7,"HAK",1999,9431,"St. Stefan","K"
"w",159,22,58,"Philosophie","Master","ja",17,"HAK",2000,9413,"St. Gertraud","K"
"w",177,22,62,"Germanistik","Master","ja",11,"AHS",2000,9624,"Egg","K"
"m",162,25,60,"Psychologie","Master","nein",0,"Sonst",1997,9541,"Einöde","K"
"w",174,22,66,"International Business and Economics","Master","nein",0,"AHS",2000,9502,"Villach","K"
"w",171,18,90,"Betriebswirtschaft","Bachelor","ja",9,"Sonst",2004,9212,"Techelsberg am Wörther See","K"
"w",156,21,55,"Wirtschaft und Recht","Bachelor","nein",0,"AHS",2001,9841,"Winklern","K"
"m",180,19,62,"Wirtschaftsinformatik","Master","ja",13,"HAK",2003,9580,"Villach-Drobollach am Faaker See","K"
"m",179,23,65,"Robotics and Artificial Intelligence","Master","nein",0,"HAK",1999,9025,"Klagenfurt am Wörthersee","K"
"w",161,20,59,"Philosophie","Master","ja",20,"AHS",2002,9024,"Klagenfurt am Wörthersee","K"
"w",174,22,65,"Slawistik","Master","ja",18,"Ausl",2000,9722,"Gummern","K"
"w",160,20,60,"Informationstechnik","Bachelor","ja",24,"Sonst",2002,9372,"Eberstein","K"
"w",178,22,82,"Informationstechnik","Master","ja",11,"AHS",2000,9781,"Oberdrauburg","K"
"w",152,20,51,"Germanistik","Master","ja",10,"AHS",2002,9520,"Sattendorf","K"
"w",172,26,77,"Technische Mathematik","Master","ja",16,"Ausl",1996,9373,"Klein St. Paul","K"
"w",158,19,57,"Slawistik","Master","ja",17,"HBLA",2003,9535,"Schiefling am Wörthersee","K"
"w",165,24,52,"Medien- und Kommunikationswissenschaften","Master","ja",16,"HBLA",1998,9843,"Großkirchheim","K"
"m",173,19,74,"Wirtschaft und Recht","PhD","nein",0,"AHS",2003,9710,"Feistritz an der Drau","K"
"m",173,18,88,"Germanistik","Bachelor","nein",0,"HAK",2004,9314,"Launsdorf","K"
"m",173,18,68,"Wirtschaft und Recht","Bachelor","ja",25,"Sonst",2004,9028,"Klagenfurt am Wörthersee","K"
"w",169,25,49,"Informationstechnik","Bachelor","ja",12,"Ausl",1997,9029,"Klagenfurt am Wörthersee","K"
"w",162,20,59,"Medien- und Kommunikationswissenschaften","Master","ja",9,"Ausl",2002,9563,"Gnesau","K"
"w",173,20,81,"Anglistik und Amerikanistik","Master","nein",0,"HAK",2002,9345,"Kleinglödnitz","K"
"w",163,22,63,"Technische Mathematik","PhD","nein",0,"AHS",2000,9131,"Grafenstein","K"
"m",175,23,81,"Angewandte Informatik","Master","nein",0,"HAK",1999,9584,"Finkenstein","K"
"m",174,22,73,"Philosophie","Bachelor","nein",0,"Sonst",2000,9346,"Glödnitz","K"
"m",171,18,73,"Angewandte Kulturwissenschaft","PhD","nein",0,"HAK",2004,9360,"Friesach","K"
"w",164,21,56,"Germanistik","Master","ja",12,"Ausl",2001,9631,"Jenig","K"
"m",182,20,68,"Romanistik","Master","ja",12,"HBLA",2002,9170,"Ferlach","K"
"m",181,20,68,"Betriebswirtschaft","Bachelor","nein",0,"AHS",2002,9143,"St. Michael ob Bleiburg","K"
"w",170,19,76,"Germanistik","Master","nein",0,"AHS",2003,9852,"Trebesing","K"
"m",188,20,92,"Psychologie","Master","ja",19,"HAK",2002,9135,"Bad Eisenkappel","K"
"m",177,19,81,"Slawistik","Master","ja",18,"Ausl",2003,9064,"Pischeldorf","K"
"m",175,18,76,"Romanistik","Master","nein",0,"Ausl",2004,9063,"Maria Saal","K"
"w",174,20,62,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"AHS",2002,9500,"Villach","K"
"w",161,18,58,"Informationstechnik","Master","ja",21,"AHS",2004,9831,"Flattach","K"
"w",154,20,52,"Geschichte","Master","nein",0,"Sonst",2002,9375,"Hüttenberg","K"
"m",167,20,70,"Wirtschaft und Recht","Master","nein",0,"HTL",2002,9651,"St. Jakob im Lesachtal","K"
"m",169,19,59,"Geographie","Master","ja",16,"Ausl",2003,9842,"Mörtschach","K"
"w",151,24,52,"Angewandte Informatik","Master","ja",16,"Sonst",1998,9470,"St. Paul im Lavanttal","K"
"w",173,22,72,"Slawistik","Master","ja",17,"AHS",2000,9625,"St. Stefan an der Gail","K"
"m",169,24,71,"Geschichte","Master","nein",0,"Sonst",1998,9631,"Jenig","K"
"m",183,20,71,"International Business and Economics","Master","ja",25,"Sonst",2002,9324,"Passering","K"
"m",193,21,79,"Geographie","Bachelor","nein",0,"AHS",2001,9111,"Haimburg","K"
"w",159,22,59,"Wirtschaft und Recht","Master","nein",0,"HAK",2000,9122,"St. Kanzian am Klopeiner See","K"
"m",177,22,65,"Germanistik","Master","nein",0,"Ausl",2000,9601,"Arnoldstein","K"
"w",157,24,60,"Anglistik und Amerikanistik","Master","nein",0,"Ausl",1998,9461,"Prebl","K"
"w",185,21,78,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",6,"Ausl",2001,9413,"St. Gertraud","K"
"m",165,20,71,"Informationstechnik","Bachelor","ja",35,"Sonst",2002,9345,"Kleinglödnitz","K"
"w",171,21,53,"International Business and Economics","Master","ja",20,"HAK",2001,9774,"Simmerlach","K"
"w",169,25,67,"International Business and Economics","Bachelor","nein",0,"AHS",1997,9520,"Sattendorf","K"
"w",169,22,62,"Psychologie","Master","ja",17,"Sonst",2000,9585,"Gödersdorf","K"
"w",170,21,74,"Betriebswirtschaft","Master","ja",14,"HAK",2001,9502,"Villach","K"
"m",179,18,72,"Wirtschaft und Recht","Master","nein",0,"Sonst",2004,9421,"Eitweg","K"
"m",179,20,73,"Informationstechnik","Master","ja",12,"Ausl",2002,9324,"Passering","K"
"m",167,21,50,"Wirtschaftsinformatik","Master","nein",0,"AHS",2001,9130,"Poggersdorf","K"
"m",178,21,52,"Slawistik","Bachelor","nein",0,"Ausl",2001,9025,"Klagenfurt am Wörthersee","K"
"w",159,23,57,"Informationstechnik","Master","nein",0,"Ausl",1999,9502,"Villach","K"
"w",185,21,86,"International Business and Economics","Master","ja",9,"HAK",2001,9112,"Griffen","K"
"m",180,19,52,"Medien- und Kommunikationswissenschaften","Master","nein",0,"AHS",2003,9570,"Ossiach","K"
"m",181,19,53,"Wirtschaft und Recht","Master","ja",18,"Ausl",2003,9343,"Zweinitz","K"
"m",156,21,60,"Germanistik","Master","nein",0,"AHS",2001,9812,"Pusarnitz","K"
"w",151,20,48,"Medien- und Kommunikationswissenschaften","PhD","ja",13,"AHS",2002,9422,"Maria Rojach","K"
"m",166,20,56,"Betriebswirtschaft","Master","ja",23,"Ausl",2002,9564,"Patergassen","K"
"w",157,21,57,"Romanistik","Bachelor","ja",11,"HAK",2001,9142,"Globasnitz","K"
"w",157,22,55,"Slawistik","Master","nein",0,"Ausl",2000,9611,"Nötsch","K"
"w",167,22,60,"Romanistik","Master","ja",20,"HBLA",2000,9853,"Gmünd","K"
"w",160,21,60,"Angewandte Kulturwissenschaft","Master","nein",0,"HTL",2001,9311,"Kraig","K"
"w",160,18,58,"Geographie","Master","ja",6,"HAK",2004,9102,"Mittertrixen","K"
"w",172,19,60,"Slawistik","Master","ja",7,"Sonst",2003,9530,"Bad Bleiberg","K"
"m",157,19,56,"Anglistik und Amerikanistik","Master","ja",6,"HAK",2003,9131,"Grafenstein","K"
"w",161,23,59,"Technische Mathematik","Master","nein",0,"HBLA",1999,9613,"Feistritz an der Gail","K"
"w",169,21,57,"Germanistik","Master","nein",0,"HAK",2001,9812,"Pusarnitz","K"
"w",171,22,60,"Medien- und Kommunikationswissenschaften","PhD","ja",16,"AHS",2000,9572,"Deutsch Griffen","K"
"m",172,20,62,"Technische Mathematik","PhD","ja",3,"Ausl",2002,9754,"Steinfeld","K"
"m",171,24,78,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"Ausl",1998,9781,"Oberdrauburg","K"
"m",173,20,81,"Anglistik und Amerikanistik","PhD","ja",8,"Ausl",2002,9064,"Pischeldorf","K"
"m",171,29,75,"Geographie","Bachelor","nein",0,"AHS",1993,9721,"Weißenstein","K"
"m",171,21,73,"Medien- und Kommunikationswissenschaften","Master","ja",12,"Sonst",2001,9231,"Köstenberg","K"
"w",151,23,50,"International Business and Economics","Master","ja",11,"HBLA",1999,9324,"Passering","K"
"m",172,19,73,"Angewandte Kulturwissenschaft","Bachelor","ja",20,"Ausl",2003,9184,"St. Jakob im Rosental","K"
"w",164,20,54,"Erziehungs- und Bildungswissenschaft","Master","ja",6,"HAK",2002,9034,"Klagenfurt","K"
"w",158,27,55,"International Business and Economics","Bachelor","ja",6,"Sonst",1995,9800,"Spittal an der Drau","K"
"w",153,21,54,"Germanistik","Master","ja",7,"HBLA",2001,9551,"Bodensdorf","K"
"m",161,19,59,"Anglistik und Amerikanistik","Master","ja",7,"AHS",2003,9010,"Klagenfurt am Wörthersee","K"
"m",171,21,74,"Geschichte","Master","ja",13,"HAK",2001,9361,"St. Salvator","K"
"m",188,21,90,"Betriebswirtschaft","Bachelor","nein",0,"Sonst",2001,9503,"Villach","K"
"w",158,20,59,"Robotics and Artificial Intelligence","Bachelor","ja",7,"HAK",2002,9565,"Ebene Reichenau","K"
"w",157,19,55,"Erziehungs- und Bildungswissenschaft","Master","ja",14,"HAK",2003,9546,"Bad Kleinkirchheim","K"
"m",196,21,80,"Germanistik","PhD","ja",14,"Sonst",2001,9462,"Bad St. Leonhard im Lavanttal","K"
"w",146,18,47,"Medien- und Kommunikationswissenschaften","Bachelor","ja",26,"Ausl",2004,9300,"St. Veit an der Glan","K"
"w",163,20,53,"Angewandte Informatik","Master","nein",0,"AHS",2002,9181,"Feistritz im Rosental","K"
"w",167,22,59,"Angewandte Informatik","Master","nein",0,"Ausl",2000,9625,"St. Stefan an der Gail","K"
"m",170,24,80,"Wirtschaft und Recht","Master","nein",0,"AHS",1998,9322,"Micheldorf","K"
"w",171,19,91,"Slawistik","Master","ja",19,"Ausl",2003,9507,"Villach","K"
"m",180,18,68,"International Business and Economics","Master","ja",11,"HAK",2004,9241,"Wernberg","K"
"m",174,19,68,"Anglistik und Amerikanistik","PhD","ja",12,"AHS",2003,9173,"St. Margareten im Rosental","K"
"w",153,20,50,"Germanistik","Bachelor","ja",6,"HBLA",2002,9571,"Sirnitz","K"
"w",165,21,60,"Slawistik","Master","ja",11,"AHS",2001,9781,"Oberdrauburg","K"
"m",171,22,64,"Betriebswirtschaft","Master","nein",0,"Sonst",2000,9345,"Kleinglödnitz","K"
"w",155,23,55,"Betriebswirtschaft","Master","nein",0,"HBLA",1999,9241,"Wernberg","K"
"w",163,22,75,"Germanistik","PhD","ja",21,"Sonst",2000,9581,"Ledenitzen","K"
"m",179,23,83,"Wirtschaft und Recht","Master","nein",0,"HBLA",1999,9863,"Rennweg","K"
"m",173,23,80,"Psychologie","Bachelor","nein",0,"AHS",1999,9113,"Ruden","K"
"w",169,26,63,"Betriebswirtschaft","Master","nein",0,"HAK",1996,9582,"Latschach","K"
"w",142,21,40,"Romanistik","Master","ja",16,"AHS",2001,9520,"Sattendorf","K"
"w",168,22,66,"Medien- und Kommunikationswissenschaften","Master","nein",0,"HAK",2000,9774,"Simmerlach","K"
"m",169,21,58,"Angewandte Informatik","PhD","ja",18,"Ausl",2001,9361,"St. Salvator","K"
"m",176,23,66,"Angewandte Kulturwissenschaft","Bachelor","nein",0,"Ausl",1999,9035,"Klagenfurt","K"
"w",171,21,78,"Wirtschaftsinformatik","Master","ja",23,"Sonst",2001,9342,"Gurk","K"
"m",175,22,79,"Slawistik","Master","nein",0,"AHS",2000,9710,"Feistritz an der Drau","K"
"w",163,20,71,"Wirtschaftsinformatik","PhD","ja",20,"HAK",2002,9122,"St. Kanzian am Klopeiner See","K"
"w",141,22,41,"Technische Mathematik","Bachelor","nein",0,"AHS",2000,9642,"Laas","K"
"w",152,23,45,"Geographie","Bachelor","ja",24,"HAK",1999,9635,"Dellach","K"
"m",180,18,79,"Angewandte Kulturwissenschaft","PhD","ja",23,"HAK",2004,9064,"Pischeldorf","K"
"m",163,24,52,"Betriebswirtschaft","Master","ja",10,"AHS",1998,9082,"Maria Wörth","K"
"m",173,20,83,"Medien- und Kommunikationswissenschaften","Master","ja",10,"AHS",2002,9812,"Pusarnitz","K"
"m",176,19,83,"Informationstechnik","PhD","nein",0,"Sonst",2003,9654,"St. Lorenzen im Lesachtal","K"
"w",159,21,57,"Anglistik und Amerikanistik","PhD","nein",0,"AHS",2001,9232,"Rosegg","K"
"w",155,22,54,"Slawistik","PhD","nein",0,"HAK",2000,9563,"Gnesau","K"
"m",162,21,51,"Medien- und Kommunikationswissenschaften","Master","ja",7,"Sonst",2001,9521,"Treffen","K"
"w",164,27,73,"Informationstechnik","Master","nein",0,"HBLA",1995,9025,"Klagenfurt am Wörthersee","K"
"m",159,20,59,"Angewandte Informatik","Master","ja",23,"AHS",2002,9654,"St. Lorenzen im Lesachtal","K"
"m",167,22,55,"Technische Mathematik","PhD","nein",0,"HAK",2000,9212,"Techelsberg am Wörther See","K"
"w",161,19,53,"Medien- und Kommunikationswissenschaften","Master","ja",8,"HAK",2003,9710,"Feistritz an der Drau","K"
"w",154,22,53,"Medien- und Kommunikationswissenschaften","Master","nein",0,"AHS",2000,9182,"Maria Elend","K"
"w",161,25,60,"International Business and Economics","Bachelor","nein",0,"HAK",1997,9132,"Gallizien","K"
"w",169,21,73,"Erziehungs- und Bildungswissenschaft","PhD","ja",14,"AHS",2001,9821,"Obervellach","K"
"m",174,28,63,"Psychologie","PhD","ja",13,"HAK",1994,9507,"Villach","K"
"w",163,21,52,"Anglistik und Amerikanistik","Master","nein",0,"HAK",2001,9061,"Klagenfurt-Wölfnitz","K"
"m",187,20,70,"Anglistik und Amerikanistik","PhD","ja",21,"Ausl",2002,9585,"Gödersdorf","K"
"w",161,22,60,"Slawistik","Bachelor","ja",21,"AHS",2000,9402,"Wolfsberg, Kärnten","K"
"m",176,20,86,"Betriebswirtschaft","PhD","nein",0,"HAK",2002,9023,"Klagenfurt am Wörthersee","K"
"w",146,19,46,"Anglistik und Amerikanistik","Master","nein",0,"Ausl",2003,9172,"Zell-Pfarre","K"
"w",162,24,59,"Medien- und Kommunikationswissenschaften","Master","ja",6,"Ausl",1998,9334,"Guttaring","K"
"w",156,21,55,"Angewandte Kulturwissenschaft","Master","ja",7,"HAK",2001,9843,"Großkirchheim","K"
"m",164,19,60,"International Business and Economics","Bachelor","nein",0,"HAK",2003,9324,"Passering","K"
"m",182,23,97,"Wirtschaft und Recht","Master","nein",0,"Ausl",1999,9585,"Gödersdorf","K"
"w",162,20,58,"Betriebswirtschaft","Bachelor","nein",0,"AHS",2002,9074,"Keutschach","K"
"w",170,24,75,"Informationstechnik","Bachelor","ja",11,"HTL",1998,9423,"St. Georgen","K"
"m",167,19,68,"Romanistik","Master","ja",16,"HTL",2003,9507,"Villach","K"
"m",155,19,54,"Geschichte","Master","ja",21,"AHS",2003,9854,"Malta","K"
"w",163,24,67,"Betriebswirtschaft","Master","nein",0,"Ausl",1998,9564,"Patergassen","K"
"w",170,20,58,"Slawistik","Master","ja",18,"HAK",2002,9130,"Poggersdorf","K"
"w",182,23,90,"Slawistik","Bachelor","nein",0,"Ausl",1999,9360,"Friesach","K"
"m",181,22,74,"Robotics and Artificial Intelligence","Master","ja",12,"HAK",2000,9711,"Paternion","K"
"w",170,22,79,"Erziehungs- und Bildungswissenschaft","Master","ja",6,"HBLA",2000,9402,"Wolfsberg, Kärnten","K"
"w",157,22,59,"Angewandte Kulturwissenschaft","Bachelor","ja",20,"HBLA",2000,9601,"Arnoldstein","K"
"w",165,20,68,"Psychologie","Master","nein",0,"AHS",2002,9822,"Mallnitz","K"
"m",170,20,61,"Geschichte","Master","ja",10,"AHS",2002,9653,"Liesing","K"
"w",165,19,59,"Technische Mathematik","Master","ja",12,"Ausl",2003,9861,"Eisentratten","K"
"w",153,19,53,"Angewandte Informatik","Bachelor","nein",0,"Sonst",2003,9802,"Spittal an der Drau","K"
"w",159,19,57,"Angewandte Informatik","Master","nein",0,"Sonst",2003,9803,"Spittal an der Drau","K"
"m",162,24,60,"Angewandte Kulturwissenschaft","Master","ja",20,"AHS",1998,9722,"Gummern","K"
"w",162,23,47,"Informationstechnik","Master","ja",17,"HAK",1999,9701,"Rothenthurn","K"
"w",166,26,56,"Wirtschaft und Recht","Bachelor","nein",0,"HAK",1996,9632,"Kirchbach","K"
"m",174,22,65,"Slawistik","Master","nein",0,"HAK",2000,9562,"Himmelberg","K"
"w",157,21,60,"Anglistik und Amerikanistik","Master","nein",0,"HAK",2001,9324,"Passering","K"
"m",172,19,77,"Angewandte Informatik","Bachelor","ja",29,"Sonst",2003,9812,"Pusarnitz","K"
"w",149,20,51,"Slawistik","PhD","ja",8,"AHS",2002,9201,"Krumpendorf","K"
"m",172,22,62,"Germanistik","Master","nein",0,"HAK",2000,9564,"Patergassen","K"
"m",160,21,58,"Slawistik","Bachelor","nein",0,"HAK",2001,9400,"Wolfsberg","K"
"w",162,20,62,"Technische Mathematik","Bachelor","nein",0,"AHS",2002,9061,"Klagenfurt-Wölfnitz","K"
"m",188,20,90,"Technische Mathematik","Master","ja",15,"AHS",2002,9722,"Gummern","K"
"w",168,21,59,"Slawistik","Bachelor","ja",13,"Sonst",2001,9862,"Kremsbrücke","K"
"m",186,20,87,"Philosophie","Master","ja",17,"AHS",2002,9025,"Klagenfurt am Wörthersee","K"
